Product code,Bureau of Meteorology station number,Year,Month,Day,Rainfall amount (millimetres),Period over which rainfall was measured (days),Quality
IDCJAC0009,31205,2000,9,20,,,
IDCJAC0009,31205,2000,9,21,,,
IDCJAC0009,31205,2000,9,22,,,
IDCJAC0009,31205,2000,9,23,,,
IDCJAC0009,31205,2000,9,24,,,
IDCJAC0009,31205,2000,9,25,,,
IDCJAC0009,31205,2000,9,26,,,
IDCJAC0009,31205,2000,9,27,,,
IDCJAC0009,31205,2000,9,28,,,
IDCJAC0009,31205,2000,9,29,,,
IDCJAC0009,31205,2000,9,30,,,
IDCJAC0009,31205,2000,10,1,,,
IDCJAC0009,31205,2000,10,2,,,
IDCJAC0009,31205,2000,10,3,,,
IDCJAC0009,31205,2000,10,4,,,
IDCJAC0009,31205,2000,10,5,,,
IDCJAC0009,31205,2000,10,6,,,
IDCJAC0009,31205,2000,10,7,,,
IDCJAC0009,31205,2000,10,8,,,
IDCJAC0009,31205,2000,10,9,,,
IDCJAC0009,31205,2000,10,10,,,
IDCJAC0009,31205,2000,10,11,,,
IDCJAC0009,31205,2000,10,12,,,
IDCJAC0009,31205,2000,10,13,,,
IDCJAC0009,31205,2000,10,14,,,
IDCJAC0009,31205,2000,10,15,,,
IDCJAC0009,31205,2000,10,16,,,
IDCJAC0009,31205,2000,10,17,,,
IDCJAC0009,31205,2000,10,18,,,
IDCJAC0009,31205,2000,10,19,,,
IDCJAC0009,31205,2000,10,20,,,
IDCJAC0009,31205,2000,10,21,,,
IDCJAC0009,31205,2000,10,22,,,
IDCJAC0009,31205,2000,10,23,,,
IDCJAC0009,31205,2000,10,24,,,
IDCJAC0009,31205,2000,10,25,,,
IDCJAC0009,31205,2000,10,26,,,
IDCJAC0009,31205,2000,10,27,,,
IDCJAC0009,31205,2000,10,28,,,
IDCJAC0009,31205,2000,10,29,,,
IDCJAC0009,31205,2000,10,30,,,
IDCJAC0009,31205,2000,10,31,,,
IDCJAC0009,31205,2000,11,1,,,
IDCJAC0009,31205,2000,11,2,,,
IDCJAC0009,31205,2000,11,3,,,
IDCJAC0009,31205,2000,11,4,,,
IDCJAC0009,31205,2000,11,5,,,
IDCJAC0009,31205,2000,11,6,,,
IDCJAC0009,31205,2000,11,7,,,
IDCJAC0009,31205,2000,11,8,,,
IDCJAC0009,31205,2000,11,9,,,
IDCJAC0009,31205,2000,11,10,,,
IDCJAC0009,31205,2000,11,11,,,
IDCJAC0009,31205,2000,11,12,,,
IDCJAC0009,31205,2000,11,13,,,
IDCJAC0009,31205,2000,11,14,,,
IDCJAC0009,31205,2000,11,15,,,
IDCJAC0009,31205,2000,11,16,,,
IDCJAC0009,31205,2000,11,17,,,
IDCJAC0009,31205,2000,11,18,,,
IDCJAC0009,31205,2000,11,19,,,
IDCJAC0009,31205,2000,11,20,,,
IDCJAC0009,31205,2000,11,21,,,
IDCJAC0009,31205,2000,11,22,,,
IDCJAC0009,31205,2000,11,23,,,
IDCJAC0009,31205,2000,11,24,,,
IDCJAC0009,31205,2000,11,25,,,
IDCJAC0009,31205,2000,11,26,,,
IDCJAC0009,31205,2000,11,27,,,
IDCJAC0009,31205,2000,11,28,,,
IDCJAC0009,31205,2000,11,29,,,
IDCJAC0009,31205,2000,11,30,0,1,N
IDCJAC0009,31205,2000,12,1,1,1,N
IDCJAC0009,31205,2000,12,2,0,1,N
IDCJAC0009,31205,2000,12,3,0,1,N
IDCJAC0009,31205,2000,12,4,31,1,N
IDCJAC0009,31205,2000,12,5,49,1,N
IDCJAC0009,31205,2000,12,6,124,1,N
IDCJAC0009,31205,2000,12,7,38,1,N
IDCJAC0009,31205,2000,12,8,4,1,N
IDCJAC0009,31205,2000,12,9,2,1,N
IDCJAC0009,31205,2000,12,10,1,1,N
IDCJAC0009,31205,2000,12,11,1,1,N
IDCJAC0009,31205,2000,12,12,15,1,N
IDCJAC0009,31205,2000,12,13,4,1,N
IDCJAC0009,31205,2000,12,14,0,1,N
IDCJAC0009,31205,2000,12,15,12,1,N
IDCJAC0009,31205,2000,12,16,0,1,N
IDCJAC0009,31205,2000,12,17,15,1,N
IDCJAC0009,31205,2000,12,18,42,1,N
IDCJAC0009,31205,2000,12,19,178,1,N
IDCJAC0009,31205,2000,12,20,5,1,N
IDCJAC0009,31205,2000,12,21,4,1,N
IDCJAC0009,31205,2000,12,22,10,1,N
IDCJAC0009,31205,2000,12,23,6,1,N
IDCJAC0009,31205,2000,12,24,1,1,N
IDCJAC0009,31205,2000,12,25,1,1,N
IDCJAC0009,31205,2000,12,26,0,1,N
IDCJAC0009,31205,2000,12,27,0,1,N
IDCJAC0009,31205,2000,12,28,0,1,N
IDCJAC0009,31205,2000,12,29,4,1,N
IDCJAC0009,31205,2000,12,30,6,1,N
IDCJAC0009,31205,2000,12,31,0,1,N
IDCJAC0009,31205,2001,1,1,33,1,N
IDCJAC0009,31205,2001,1,2,85,1,N
IDCJAC0009,31205,2001,1,3,118,1,N
IDCJAC0009,31205,2001,1,4,13,1,N
IDCJAC0009,31205,2001,1,5,2,1,N
IDCJAC0009,31205,2001,1,6,1,1,N
IDCJAC0009,31205,2001,1,7,0,1,N
IDCJAC0009,31205,2001,1,8,9,1,N
IDCJAC0009,31205,2001,1,9,0,1,N
IDCJAC0009,31205,2001,1,10,0,1,N
IDCJAC0009,31205,2001,1,11,0,1,N
IDCJAC0009,31205,2001,1,12,3,1,N
IDCJAC0009,31205,2001,1,13,0,1,N
IDCJAC0009,31205,2001,1,14,0,1,N
IDCJAC0009,31205,2001,1,15,0,1,N
IDCJAC0009,31205,2001,1,16,1,1,N
IDCJAC0009,31205,2001,1,17,1,1,N
IDCJAC0009,31205,2001,1,18,0,1,N
IDCJAC0009,31205,2001,1,19,0,1,N
IDCJAC0009,31205,2001,1,20,8,1,N
IDCJAC0009,31205,2001,1,21,31,1,N
IDCJAC0009,31205,2001,1,22,0,1,N
IDCJAC0009,31205,2001,1,23,0,1,N
IDCJAC0009,31205,2001,1,24,0,1,N
IDCJAC0009,31205,2001,1,25,24,1,N
IDCJAC0009,31205,2001,1,26,0,1,N
IDCJAC0009,31205,2001,1,27,0,1,N
IDCJAC0009,31205,2001,1,28,0,1,N
IDCJAC0009,31205,2001,1,29,0,1,N
IDCJAC0009,31205,2001,1,30,0,1,N
IDCJAC0009,31205,2001,1,31,0,1,N
IDCJAC0009,31205,2001,2,1,73,1,N
IDCJAC0009,31205,2001,2,2,0,1,N
IDCJAC0009,31205,2001,2,3,46,1,N
IDCJAC0009,31205,2001,2,4,11,1,N
IDCJAC0009,31205,2001,2,5,21,1,N
IDCJAC0009,31205,2001,2,6,65,1,N
IDCJAC0009,31205,2001,2,7,7,1,N
IDCJAC0009,31205,2001,2,8,71,1,N
IDCJAC0009,31205,2001,2,9,43,1,N
IDCJAC0009,31205,2001,2,10,42,1,N
IDCJAC0009,31205,2001,2,11,22,1,N
IDCJAC0009,31205,2001,2,12,1,1,N
IDCJAC0009,31205,2001,2,13,0,1,N
IDCJAC0009,31205,2001,2,14,47,1,N
IDCJAC0009,31205,2001,2,15,122,1,N
IDCJAC0009,31205,2001,2,16,76,1,N
IDCJAC0009,31205,2001,2,17,55,1,N
IDCJAC0009,31205,2001,2,18,188,1,N
IDCJAC0009,31205,2001,2,19,23,1,N
IDCJAC0009,31205,2001,2,20,2,1,N
IDCJAC0009,31205,2001,2,21,6,1,N
IDCJAC0009,31205,2001,2,22,0,1,N
IDCJAC0009,31205,2001,2,23,9,1,N
IDCJAC0009,31205,2001,2,24,65,1,N
IDCJAC0009,31205,2001,2,25,77,1,N
IDCJAC0009,31205,2001,2,26,16,1,N
IDCJAC0009,31205,2001,2,27,18,1,N
IDCJAC0009,31205,2001,2,28,0,1,N
IDCJAC0009,31205,2001,3,1,0,1,N
IDCJAC0009,31205,2001,3,2,0,1,N
IDCJAC0009,31205,2001,3,3,6,1,N
IDCJAC0009,31205,2001,3,4,11,1,N
IDCJAC0009,31205,2001,3,5,19,1,N
IDCJAC0009,31205,2001,3,6,3,1,N
IDCJAC0009,31205,2001,3,7,0,1,N
IDCJAC0009,31205,2001,3,8,0,1,N
IDCJAC0009,31205,2001,3,9,0,1,N
IDCJAC0009,31205,2001,3,10,0,1,N
IDCJAC0009,31205,2001,3,11,0,1,N
IDCJAC0009,31205,2001,3,12,28,1,N
IDCJAC0009,31205,2001,3,13,0,1,N
IDCJAC0009,31205,2001,3,14,14,1,N
IDCJAC0009,31205,2001,3,15,42,1,N
IDCJAC0009,31205,2001,3,16,56,1,N
IDCJAC0009,31205,2001,3,17,12,1,N
IDCJAC0009,31205,2001,3,18,10,1,N
IDCJAC0009,31205,2001,3,19,0,1,N
IDCJAC0009,31205,2001,3,20,0,1,N
IDCJAC0009,31205,2001,3,21,0,1,N
IDCJAC0009,31205,2001,3,22,0,1,N
IDCJAC0009,31205,2001,3,23,0,1,N
IDCJAC0009,31205,2001,3,24,1,1,N
IDCJAC0009,31205,2001,3,25,0,1,N
IDCJAC0009,31205,2001,3,26,1,1,N
IDCJAC0009,31205,2001,3,27,0,1,N
IDCJAC0009,31205,2001,3,28,21,1,N
IDCJAC0009,31205,2001,3,29,2,1,N
IDCJAC0009,31205,2001,3,30,9,1,N
IDCJAC0009,31205,2001,3,31,15,1,N
IDCJAC0009,31205,2001,4,1,96,1,N
IDCJAC0009,31205,2001,4,2,56,1,N
IDCJAC0009,31205,2001,4,3,3,1,N
IDCJAC0009,31205,2001,4,4,11,1,N
IDCJAC0009,31205,2001,4,5,14,1,N
IDCJAC0009,31205,2001,4,6,16,1,N
IDCJAC0009,31205,2001,4,7,0,1,N
IDCJAC0009,31205,2001,4,8,2,1,N
IDCJAC0009,31205,2001,4,9,2,1,N
IDCJAC0009,31205,2001,4,10,1,1,N
IDCJAC0009,31205,2001,4,11,4,1,N
IDCJAC0009,31205,2001,4,12,17,1,N
IDCJAC0009,31205,2001,4,13,1,1,N
IDCJAC0009,31205,2001,4,14,37,1,N
IDCJAC0009,31205,2001,4,15,5,1,N
IDCJAC0009,31205,2001,4,16,7,1,N
IDCJAC0009,31205,2001,4,17,11,1,N
IDCJAC0009,31205,2001,4,18,14,1,N
IDCJAC0009,31205,2001,4,19,1,1,N
IDCJAC0009,31205,2001,4,20,0,1,N
IDCJAC0009,31205,2001,4,21,1,1,N
IDCJAC0009,31205,2001,4,22,0,1,N
IDCJAC0009,31205,2001,4,23,0,1,N
IDCJAC0009,31205,2001,4,24,0,1,N
IDCJAC0009,31205,2001,4,25,5,1,N
IDCJAC0009,31205,2001,4,26,0,1,N
IDCJAC0009,31205,2001,4,27,2,1,N
IDCJAC0009,31205,2001,4,28,2,1,N
IDCJAC0009,31205,2001,4,29,0,1,N
IDCJAC0009,31205,2001,4,30,11,1,N
IDCJAC0009,31205,2001,5,1,0,1,N
IDCJAC0009,31205,2001,5,2,0,1,N
IDCJAC0009,31205,2001,5,3,0,1,N
IDCJAC0009,31205,2001,5,4,4,1,N
IDCJAC0009,31205,2001,5,5,0,1,N
IDCJAC0009,31205,2001,5,6,0,1,N
IDCJAC0009,31205,2001,5,7,0,1,N
IDCJAC0009,31205,2001,5,8,0,1,N
IDCJAC0009,31205,2001,5,9,0,1,N
IDCJAC0009,31205,2001,5,10,0,1,N
IDCJAC0009,31205,2001,5,11,0,1,N
IDCJAC0009,31205,2001,5,12,1,1,N
IDCJAC0009,31205,2001,5,13,0,1,N
IDCJAC0009,31205,2001,5,14,0,1,N
IDCJAC0009,31205,2001,5,15,0,1,N
IDCJAC0009,31205,2001,5,16,0,1,N
IDCJAC0009,31205,2001,5,17,0,1,N
IDCJAC0009,31205,2001,5,18,1,1,N
IDCJAC0009,31205,2001,5,19,0,1,N
IDCJAC0009,31205,2001,5,20,0,1,N
IDCJAC0009,31205,2001,5,21,0,1,N
IDCJAC0009,31205,2001,5,22,0,1,N
IDCJAC0009,31205,2001,5,23,0,1,N
IDCJAC0009,31205,2001,5,24,0,1,N
IDCJAC0009,31205,2001,5,25,0,1,N
IDCJAC0009,31205,2001,5,26,0,1,N
IDCJAC0009,31205,2001,5,27,1,1,N
IDCJAC0009,31205,2001,5,28,0,1,N
IDCJAC0009,31205,2001,5,29,0,1,N
IDCJAC0009,31205,2001,5,30,0,1,N
IDCJAC0009,31205,2001,5,31,0,1,N
IDCJAC0009,31205,2001,6,1,5,1,N
IDCJAC0009,31205,2001,6,2,23,1,N
IDCJAC0009,31205,2001,6,3,11,1,N
IDCJAC0009,31205,2001,6,4,15,1,N
IDCJAC0009,31205,2001,6,5,12,1,N
IDCJAC0009,31205,2001,6,6,5,1,N
IDCJAC0009,31205,2001,6,7,12,1,N
IDCJAC0009,31205,2001,6,8,13,1,N
IDCJAC0009,31205,2001,6,9,6,1,N
IDCJAC0009,31205,2001,6,10,1,1,N
IDCJAC0009,31205,2001,6,11,1,1,N
IDCJAC0009,31205,2001,6,12,6,1,N
IDCJAC0009,31205,2001,6,13,6,1,N
IDCJAC0009,31205,2001,6,14,12,1,N
IDCJAC0009,31205,2001,6,15,3,1,N
IDCJAC0009,31205,2001,6,16,0,1,N
IDCJAC0009,31205,2001,6,17,3,1,N
IDCJAC0009,31205,2001,6,18,0,1,N
IDCJAC0009,31205,2001,6,19,5,1,N
IDCJAC0009,31205,2001,6,20,7,1,N
IDCJAC0009,31205,2001,6,21,0,1,N
IDCJAC0009,31205,2001,6,22,0,1,N
IDCJAC0009,31205,2001,6,23,0,1,N
IDCJAC0009,31205,2001,6,24,0,1,N
IDCJAC0009,31205,2001,6,25,13,1,N
IDCJAC0009,31205,2001,6,26,2,1,N
IDCJAC0009,31205,2001,6,27,4,1,N
IDCJAC0009,31205,2001,6,28,13,1,N
IDCJAC0009,31205,2001,6,29,2,1,N
IDCJAC0009,31205,2001,6,30,0,1,N
IDCJAC0009,31205,2001,7,1,0,1,N
IDCJAC0009,31205,2001,7,2,0,1,N
IDCJAC0009,31205,2001,7,3,0,1,N
IDCJAC0009,31205,2001,7,4,0,1,N
IDCJAC0009,31205,2001,7,5,0,1,N
IDCJAC0009,31205,2001,7,6,1,1,N
IDCJAC0009,31205,2001,7,7,0,1,N
IDCJAC0009,31205,2001,7,8,0,1,N
IDCJAC0009,31205,2001,7,9,0,1,N
IDCJAC0009,31205,2001,7,10,0,1,N
IDCJAC0009,31205,2001,7,11,0,1,N
IDCJAC0009,31205,2001,7,12,0,1,N
IDCJAC0009,31205,2001,7,13,3,1,N
IDCJAC0009,31205,2001,7,14,,,
IDCJAC0009,31205,2001,7,15,,,
IDCJAC0009,31205,2001,7,16,,,
IDCJAC0009,31205,2001,7,17,,,
IDCJAC0009,31205,2001,7,18,,,
IDCJAC0009,31205,2001,7,19,,,
IDCJAC0009,31205,2001,7,20,,,
IDCJAC0009,31205,2001,7,21,,,
IDCJAC0009,31205,2001,7,22,,,
IDCJAC0009,31205,2001,7,23,,,
IDCJAC0009,31205,2001,7,24,,,
IDCJAC0009,31205,2001,7,25,,,
IDCJAC0009,31205,2001,7,26,,,
IDCJAC0009,31205,2001,7,27,,,
IDCJAC0009,31205,2001,7,28,,,
IDCJAC0009,31205,2001,7,29,,,
IDCJAC0009,31205,2001,7,30,,,
IDCJAC0009,31205,2001,7,31,,,
IDCJAC0009,31205,2001,8,1,,,
IDCJAC0009,31205,2001,8,2,0,1,N
IDCJAC0009,31205,2001,8,3,0,1,N
IDCJAC0009,31205,2001,8,4,2,1,N
IDCJAC0009,31205,2001,8,5,0,1,N
IDCJAC0009,31205,2001,8,6,3,1,N
IDCJAC0009,31205,2001,8,7,0,1,N
IDCJAC0009,31205,2001,8,8,0,1,N
IDCJAC0009,31205,2001,8,9,0,1,N
IDCJAC0009,31205,2001,8,10,,,
IDCJAC0009,31205,2001,8,11,,,
IDCJAC0009,31205,2001,8,12,,,
IDCJAC0009,31205,2001,8,13,,,
IDCJAC0009,31205,2001,8,14,,,
IDCJAC0009,31205,2001,8,15,,,
IDCJAC0009,31205,2001,8,16,6,1,N
IDCJAC0009,31205,2001,8,17,8,1,N
IDCJAC0009,31205,2001,8,18,0,1,N
IDCJAC0009,31205,2001,8,19,0,1,N
IDCJAC0009,31205,2001,8,20,0,1,N
